state_name,fips,FedCattle,Price,Markdown,MarkdownSpatial,MarkdownMulti,MarkdownContract,CapEffect
MICHIGAN,26051,98,141.302834426532,4.06370713718857,1.99302121205185,0.654309279819227,1.41637664531749,1.08072547533742
MICHIGAN,26055,478,141.759011495015,3.86258358170473,1.91203929031763,0.586828215943727,1.36371607544337,1.24475027863186
MICHIGAN,26057,12905,141.538542231355,4.3678725316746,2.26024720213249,0.688775832218368,1.41884949732373,0.968988690518254
MICHIGAN,26059,4747,141.46908360619,4.67913865238732,2.6528603689565,0.582925743067465,1.44335254036336,0.83139491181626
MICHIGAN,26061,147.5,140.682952843185,3.5666758887038,1.8569462690707,0.315856887143361,1.39387273248974,1.48000276501766
MICHIGAN,26063,54326,140.734278020766,4.16604047850949,2.0563898394303,0.649802711983429,1.45984792709575,0.894310148945808
MICHIGAN,26065,2937,141.511630313412,4.72289877351507,2.60702590302766,0.668421820917636,1.44745104956977,0.843888598842307
MICHIGAN,26067,6648,141.828486712246,4.92460493474306,2.79898910171537,0.717688873962382,1.40792695906531,0.846071857178214
MICHIGAN,26069,147.5,140.900553522146,4.09598239434538,2.0027386823661,0.66610074928089,1.42714296269838,1.02064036014802
MICHIGAN,26073,4737,141.611560285504,4.13171603969542,2.05606987785374,0.663397010964064,1.41224915087761,1.07284042340338
MICHIGAN,26075,1297,141.510966029104,4.77433607483823,2.68547347595388,0.635481968226772,1.45338063065758,0.821230990304052
MICHIGAN,26077,147.5,141.997078174698,5.62644373528269,3.62543953726958,0.626759054919008,1.3742451430941,0.695107551248394
MICHIGAN,26079,147.5,141.460538368593,3.89233636797714,1.9227800390981,0.611781312737407,1.35777501614163,1.19627292611763
MICHIGAN,26081,2615,142.051183994136,4.89645067518691,2.74975770859743,0.72208462978499,1.42460833680449,0.883035479856996
MICHIGAN,26085,147.5,142.100772468098,3.92069959318512,1.91550331510367,0.600790088955245,1.4044061891262,1.22278582035307
MICHIGAN,26087,3983,140.981684994267,4.25393924393383,2.13725760709043,0.641144679402717,1.47553695744069,0.862246358363367
MICHIGAN,26089,616,141.811252930263,3.82582882667925,1.9170127334539,0.557930304738461,1.35088578848688,1.27646341419073
MICHIGAN,26091,3037,141.199965847003,4.39167332132864,2.33400596053372,0.574294011858236,1.48337334893669,0.875189858766565
MICHIGAN,26093,910,141.228820879847,4.38122085827468,2.28910276272659,0.629074121606928,1.46304397394116,0.887101632557629
MICHIGAN,26095,147.5,140.598009422809,3.78689527092589,1.94012143905562,0.486201452755216,1.36057237911505,1.30822707771639
MICHIGAN,26099,4090,140.839505308521,4.27273793041251,2.1530142522258,0.616879151185561,1.50284452700115,0.807616733982536
MICHIGAN,26101,580,142.242280636316,3.85843444978527,1.91335490673704,0.573733273667512,1.37134626938072,1.27201148203014
